title,artist,album,originalGenre,bpm,initialKey,volume,speed,beats,age,vocals,instruments,funk,attitude,weight,pitch,melody,energy,voice,sounds,mood,genre,other,dir
Wishing I Lived Near Water,Vitaminsforyou,Vitaminsforyou,,70,Am,loud,progressive,rhythmic,modern,vocal,electronic,funky,cute,light,high,melodic,active,male female,balanced,positive happy,house techno,timeless,D:\Music\All\Vitaminsforyou - Wishing I Lived Near Water.mp3
Inspector Norse,Todd Terje,Todd Terje,,120,Dm,loud,progressive,rhythmic,modern,electro,electronic,funky,cute,light,deep,melodic,active,ambient,balanced,positive happy uplifting,house,timeless,D:\Music\All\Todd Terje - Inspector Norse.mp3
Flash Funk,Warsongs,Warsongs,,71,Gm,loud,fast,rhythmic,new,,electronic,funky,cute,light,high,melodic,active,robo,balanced,positive,techno,,D:\Music\All\Warsongs - Flash Funk (Marshmello).mp3
Bump and Grind,Waze and Odyssey,Waze and Odyssey,,123,Bm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,male,,positive uplifting,house,timeless,D:\Music\All\Waze and Odyssey - Bump and Grind (R. Kelly).mp3
Feel My Needs,Weiss,Weiss,,122,Ebm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy uplifting,house,timeless,D:\Music\All\Weiss - Feel My Needs.mp3
You're Sunshine,Weiss,Weiss,,123,Ebm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy uplifting,house,timeless,D:\Music\All\Weiss - You're Sunshine.mp3
United States Of Love,Westbam,Westbam,,135,Ebm,loud,fast,rhythmic,modern,vocal,electronic,funky,cute,light,high,melodic,active,female,balanced,positive uplifting,techno pop,,D:\Music\All\Westbam - United States Of Love.mp3
Saturday Night,Whigfield,Whigfield,,130,B,loud,progressive,rhythmic,old,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy,techno pop,,D:\Music\All\Whigfield - Saturday Night.mp3
Scream Shout,Will I Am,Will I Am,,130,Gm,loud,fast,flowing,new,vocal,electronic,funky,cute,light,high,melodic,active,male female,,positive happy,techno pop,,D:\Music\All\Will I Am - Scream Shout (Britney Spears).mp3
White Horse,Wonderland Avenue,Wonderland Avenue,Other,127,Am,loud,fast,rhythmic,old,vocal,electronic,funky,naughty,heavy,high,minimal,active,male,strong,tense,techno pop,,D:\Music\All\Wonderland Avenue - White Horse.mp3
Run Boy Run,Woodkid,Woodkid,,134,Fm,loud,fast,flowing,new,vocal,electronic,epic,cute,light,high,melodic,active,male,,positive uplifting,atmospheric pop,,D:\Music\All\Woodkid - Run Boy Run.mp3
Cream,Wutang Clan,Wutang Clan,,90,Bbm,loud,slow,flowing,old,vocal,electronic,cool,serious,heavy,high,melodic,passive,male,,calm,rap,,D:\Music\All\Wutang Clan - Cream.mp3
Gravel Pit,Wutang Clan,Wutang Clan,,121,Am,loud,fast,flowing,old,vocal,electronic,funky,serious,light,high,melodic,active,male female,,positive happy,pop rap,,D:\Music\All\Wutang Clan - Gravel Pit.mp3
My Girl,Wyclef Jean,Wyclef Jean,,90,Em,loud,fast,rhythmic,new,electro,electronic,funky,serious,light,high,melodic,active,ambient,balanced,positive,techno,,D:\Music\All\Wyclef Jean - My Girl (Mangazi).mp3
Always Something There To Remind Me,Tin Tin Out,Tin Tin Out,,134,F#m,loud,fast,flowing rhythmic,old,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy uplifting,techno pop,timeless,D:\Music\All\Tin Tin Out - Always Something There To Remind Me (Espiritu).mp3
Lazy,X Press 2,X Press 2,,130,Fm,loud,slow,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,male,,positive happy uplifting,techno pop,timeless,D:\Music\All\X Press 2 - Lazy.mp3
Spectral Exclusive,Xanwow,Xanwow,,128,Eb,loud,progressive,rhythmic,new,electro,electronic,funky,cute,light,deep,melodic,active,ambient,balanced,positive uplifting,house techno,tofix timeless,D:\Music\All\Xanwow - Spectral Exclusive (Xan Griffin).mp3
Lazy,X Press 2,X Press 2,,130,Fm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,male,,positive happy uplifting,house,timeless,D:\Music\All\X Press 2 - Lazy (Norman Cook Fatboy Slim).mp3
Give It To Me (Justin Timberlake Nelly Furtado),Timbaland,Timbaland,,111,G#m,loud,fast,rhythmic,modern,vocal,electronic,cool,cute,light,high,melodic,active,male female,balanced,calm,pop,,D:\Music\All\Timbaland - Give It To Me (Justin Timberlake Nelly Furtado).mp3
7th Element,Vitas,Vitas,,130,Fm,loud,fast,flowing,modern,vocal,electronic,unusual funky,cute,light,high,melodic,active,male female,,positive happy uplifting,techno pop,timeless,D:\Music\All\Vitas - 7th Element.mp3
Rue des Cascades,Yann Tiersen,Yann Tiersen,,108,E,loud,fast,rhythmic,new,instrumental,piano,beautiful,cute,heavy,high,melodic,active,ambient,balanced,tense uplifting,atmospheric,timeless,D:\Music\All\Yann Tiersen - Rue des Cascades.mp3
Zungguzungguguzungguzeng,Yellowman,Yellowman,,82,G#m,loud,slow,flowing,old,vocal,electronic,funky,cute,light,high,melodic,passive,male,,positive happy,atmospheric,timeless,D:\Music\All\Yellowman - Zungguzungguguzungguzeng.mp3
Mr Toot,Ylvis,Ylvis,,105,Am,loud,slow,flowing,new,vocal,electronic,unusual funky,cute,light,high,melodic,active,male,,positive happy uplifting,techno pop,timeless,D:\Music\All\Ylvis - Mr Toot.mp3
Thrive,Yoe Mase,Yoe Mase,,121,Eb,loud,slow progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,passive,male,,calm,techno,,D:\Music\All\Yoe Mase - Thrive.mp3
The Fox,Ylvis,Ylvis,,128,C#m,loud,fast,flowing,new,vocal,electronic,unusual funky,cute,light,high,melodic,active,male,,positive happy uplifting,techno pop,timeless,D:\Music\All\Ylvis - The Fox.mp3
After Glow,Zeni,Zeni,,128,Db,loud,progressive,rhythmic,new,vocal,electronic,beautiful,cute,light,high,melodic,active,female,,calm,techno,timeless,D:\Music\All\Zeni - After Glow (Danyka Nadeau).mp3
Biological Weapon,Zero Method,Zero Method,,87,Fm,loud,fast,rhythmic,old,electro,electronic,cool,neutral,heavy,deep,minimal,active,industrial,strong,tense,dnb,,D:\Music\All\Zero Method - Biological Weapon.mp3
See You Again,Zuubi,Zuubi,,127,Dm,loud,progressive,rhythmic,modern,vocal,electronic,funky,cute,light,high,melodic,active,female,,calm,techno trance,,D:\Music\All\Zuubi - See You Again (Natalie Orlie Miroslav Vrlik).mp3
Gimme All Your Lovin,Zz Top,Zz Top,,120,Cm,loud,fast,flowing,old,vocal,guitar,cool,cute,light,high,melodic,active,male,,positive happy,rock,,D:\Music\All\Zz Top - Gimme All Your Lovin.mp3
Rise Up,Yves Larock,Yves Larock,,128,Em,loud,fast,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,male,,calm,pop,,D:\Music\All\Yves Larock - Rise Up.mp3
La Grange,Zz Top,Zz Top,,81,Am,loud,fast,flowing,old,vocal,guitar,funky,serious,light,high,melodic,active,male,,positive,rock,,D:\Music\All\Zz Top - La Grange.mp3
Acid,1200 Micrograms,1200 Micrograms,Trance,145,Gm,loud,fast,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,male,strong,tense,trance,acid,D:\Music\All\Bands\1200 Micrograms\1200 Micrograms - Acid.mp3
E Mc2,1200 Micrograms,Hights Of Latex,Trance,143,Dm,loud,fast,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,male,strong,tense,trance,acid,D:\Music\All\Bands\1200 Micrograms\1200 Micrograms - E Mc2.mp3
Cosmologist,1200 Micrograms,Hights Of Latex,Trance,141,Gm,loud,fast,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,male,strong,tense,trance,acid timeless,D:\Music\All\Bands\1200 Micrograms\1200 Micrograms - Cosmologist.mp3
Ailasco,1200 Micrograms,1200 Micrograms,Trance,144,Am,loud,fast,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,male,strong,tense,trance,acid,D:\Music\All\Bands\1200 Micrograms\1200 Micrograms - Ailasco.mp3
Extasy,1200 Micrograms,1200 Micrograms,Trance,140,Am,loud,fast,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,male,strong,tense,trance,acid timeless,D:\Music\All\Bands\1200 Micrograms\1200 Micrograms - Extasy.mp3
Hashish,1200 Micrograms,1200 Micrograms,Trance,143,G#m,loud,fast,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,male,strong,tense,trance,acid,D:\Music\All\Bands\1200 Micrograms\1200 Micrograms - Hashish.mp3
Meskalin,1200 Micrograms,1200 Micrograms,Trance,148,Em,loud,fast,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,male,strong,tense positive uplifting,trance,acid timeless,D:\Music\All\Bands\1200 Micrograms\1200 Micrograms - Meskalin.mp3
Skunk,1200 Micrograms,1200 Micrograms,Trance,142,Cm,loud,fast,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,male,strong,tense,trance,acid,D:\Music\All\Bands\1200 Micrograms\1200 Micrograms - Skunk.mp3
1,Aphex Twin,Aphex Twin,,123,Cm,loud,slow,flowing,old,vocal,electronic,unusual,serious,heavy,high,melodic,active,male,balanced,calm,atmospheric,,D:\Music\All\Bands\Aphex Twin\Aphex Twin - 01.mp3
3,Aphex Twin,Aphex Twin,,152,Am,loud,slow,flowing,old,electro,electronic,unusual,serious,light,high,melodic,active,ambient,balanced,calm,atmospheric,,D:\Music\All\Bands\Aphex Twin\Aphex Twin - 03.mp3
5,Aphex Twin,Aphex Twin,,148,Bb,loud,slow,flowing,old,electro,electronic,beautiful,serious,light,high,melodic,active,ambient,balanced,calm,atmospheric,,D:\Music\All\Bands\Aphex Twin\Aphex Twin - 05.mp3
6,Aphex Twin,Aphex Twin,,120,Am,loud,slow,flowing,old,vocal,electronic,funky,cute,light,high,melodic,passive,male,balanced,calm,atmospheric,,D:\Music\All\Bands\Aphex Twin\Aphex Twin - 06.mp3
I,Aphex Twin,Aphex Twin,Blues,127,D,loud,slow,flowing,old,electro,electronic,beautiful,chill,light,high,melodic,passive,ambient,balanced,calm,atmospheric,,D:\Music\All\Bands\Aphex Twin\Aphex Twin - I.mp3
Popcorn,Aphex Twin,Aphex Twin,,147,Am,loud,fast,rhythmic,old,electro,electronic,funky,cute,heavy,high,melodic,active,ambient,balanced,positive,techno dnb,,D:\Music\All\Bands\Aphex Twin\Aphex Twin - Popcorn.mp3
Schottkey 7,Aphex Twin,Aphex Twin,Blues,135,G#m,loud,slow,flowing,old,electro,electronic,beautiful,chill,light,high,melodic,passive,ambient,balanced,calm,atmospheric,,D:\Music\All\Bands\Aphex Twin\Aphex Twin - Schottkey 7.mp3
We Are The Music Makers,Aphex Twin,Aphex Twin,Blues,103,B,loud,slow,flowing,old,vocal,electronic,beautiful,cute,light,high,melodic,active,male,balanced,positive uplifting,atmospheric,timeless,D:\Music\All\Bands\Aphex Twin\Aphex Twin - We Are The Music Makers.mp3
Candyman,Dj Cam,Dj Cam,,170,G#m,loud,slow,rhythmic,old,vocal,electronic,funky,serious,heavy,high,melodic,passive,male female,strong,tense,atmospheric rap,,D:\Music\All\Bands\Dj Cam\Dj Cam - Candyman (Frank Black).mp3
Ganja Man,Dj Cam,Dj Cam,,140,Am,loud,fast,flowing,old,vocal,electronic,funky,serious,heavy,high,melodic,active,male,balanced,calm,techno dnb,,D:\Music\All\Bands\Dj Cam\Dj Cam - Ganja Man.mp3
Ghetto Love,Dj Cam,Dj Cam,Other,100,C#m,loud,slow,flowing,old,electro,electronic,cool,serious,heavy,high,melodic,active,ambient female,strong,tense,atmospheric,timeless,D:\Music\All\Bands\Dj Cam\Dj Cam - Ghetto Love.mp3
Juliet,Dj Cam,Dj Cam,,120,F#m,loud,progressive,rhythmic,old,vocal,electronic,funky,serious,heavy,high,melodic,active,male female,balanced,calm,house techno,timeless,D:\Music\All\Bands\Dj Cam\Dj Cam - Juliet.mp3
Mental Invasion,Dj Cam,Dj Cam,,184,Fm,loud,slow,rhythmic,old,vocal,electronic,funky,serious,heavy,deep,minimal,passive,male,balanced,calm,atmospheric rap,,D:\Music\All\Bands\Dj Cam\Dj Cam - Mental Invasion.mp3
Millenium,Dj Cam,Dj Cam,,170,G#m,loud,slow,flowing,old,vocal,electronic,funky,serious,heavy,high,melodic,passive,male,balanced,tense,atmospheric,,D:\Music\All\Bands\Dj Cam\Dj Cam - Millenium.mp3
Voodoo Jazz,Dj Cam,Dj Cam,,141,Fm,loud,slow,flowing,old,vocal,electronic,funky,cute,heavy,high,melodic,passive,female,balanced,tense,atmospheric,jazz,D:\Music\All\Bands\Dj Cam\Dj Cam - Voodoo Jazz.mp3
Actium,Aphex Twin,Aphex Twin,Blues,126,Eb,loud,fast,flowing,old,electro,electronic,beautiful,cute,light,high,melodic,active,ambient,balanced,calm,techno,,D:\Music\All\Bands\Aphex Twin\Aphex Twin - Actium.mp3
Behind The Invisible,Enigma,Enigma,,99,Dm,loud,slow,flowing,old,vocal,electronic,beautiful,cute,heavy,high,melodic,active,male female chorus,balanced,calm,atmospheric,,D:\Music\All\Bands\Enigma\Enigma - Behind The Invisible.mp3
Page Of Cups,Enigma,Voyageur,Electronic,154,Am,loud,slow,flowing,old,vocal,electronic,funky,serious,heavy,deep,melodic,passive,female,balanced,calm,atmospheric,,D:\Music\All\Bands\Enigma\Enigma - Page Of Cups.mp3
Rainsong,Enigma,Myth,,184,Ebm,loud,slow,flowing,old,vocal,electronic,beautiful,chill,heavy,high,melodic,passive,male female,balanced,calm,atmospheric,,D:\Music\All\Bands\Enigma\Enigma - Rainsong.mp3
Return To Innocence,Enigma,Pure Moods,newage,176,Bb,loud,slow,flowing,old,vocal,electronic,beautiful,cute,light,high,melodic,active,male,balanced,calm uplifting,atmospheric,timeless,D:\Music\All\Bands\Enigma\Enigma - Return To Innocence (Spot Peugeot).mp3
Silent Warrior,Enigma,The Cross of Changes,Dream,170,Ebm,loud,slow,flowing,old,vocal,electronic,cool,serious,heavy,high,melodic,active,male,balanced,calm uplifting,atmospheric,timeless,D:\Music\All\Bands\Enigma\Enigma - Silent Warrior.mp3
Sitting On The Moon,Enigma,Enigma,,154,Ab,loud,slow,flowing,old,vocal,electronic,funky,serious,heavy,high,melodic,passive,male,balanced,sad,atmospheric,,D:\Music\All\Bands\Enigma\Enigma - Sitting On The Moon.mp3
Atomium,Monolake,Momentum,Rock,130,Dm,loud,slow,rhythmic,old,electro,electronic,cool,chill,heavy,deep,minimal,active,ambient,balanced,calm,chillout,,D:\Music\All\Bands\Monolake\Monolake - Atomium.mp3
Cern,Monolake,Momentum,Rock,181,Am,loud,fast,rhythmic,old,electro,electronic,cool,chill,heavy,high,minimal,active,ambient,strong,tense,techno,,D:\Music\All\Bands\Monolake\Monolake - Cern.mp3
Credit,Monolake,Momentum,Rock,129,G#m,loud,slow,flowing,old,electro,electronic,unusual,serious,heavy,deep,minimal,passive,ambient,strong,tense,atmospheric,,D:\Music\All\Bands\Monolake\Monolake - Credit.mp3
Excentric,Monolake,Momentum,Rock,116,Ebm,loud,progressive,rhythmic,old,electro,electronic,cool,chill,heavy,high,minimal,active,ambient,strong,positive,techno,timeless,D:\Music\All\Bands\Monolake\Monolake - Excentric.mp3
Arte,Monolake,Monolake,,167,Eb,loud,slow,rhythmic,old,electro,electronic,cool,chill,light,high,minimal,active,ambient,balanced,positive uplifting,chillout,timeless,D:\Music\All\Bands\Monolake\Monolake - Arte.mp3
Lantau,Monolake,Monolake,,90,Am,loud,slow,flowing,old,electro,electronic,beautiful,chill,light,high,minimal,active,ambient,balanced,calm uplifting,chillout,timeless,D:\Music\All\Bands\Monolake\Monolake - Lantau.mp3
Mass Transit Railway,Monolake,Monolake,,106,Ebm,loud,slow,flowing,old,electro,electronic,beautiful,chill,light,high,minimal,passive,ambient,soft,calm,chillout,,D:\Music\All\Bands\Monolake\Monolake - Mass Transit Railway.mp3
Reminiscence,Monolake,Momentum,Rock,130,Gm,loud,progressive,rhythmic,old,electro,electronic,cool,chill,light,deep,minimal,active,ambient,balanced,positive,techno,timeless,D:\Music\All\Bands\Monolake\Monolake - Reminiscence.mp3
Linear,Monolake,Momentum,Rock,127,F#m,loud,slow,flowing,old,electro,electronic,cool,serious,heavy,high,minimal,passive,industrial,strong,tense,atmospheric,,D:\Music\All\Bands\Monolake\Monolake - Linear.mp3
Tetris,Monolake,Momentum,Rock,125,Bm,loud,slow,flowing,old,electro,electronic,cool,serious,heavy,high,minimal,passive,industrial,strong,tense,atmospheric,,D:\Music\All\Bands\Monolake\Monolake - Tetris.mp3
Stratosphere,Monolake,Momentum,Rock,122,G#m,loud,slow,flowing,old,electro,electronic,funky,serious,heavy,deep,minimal,passive,industrial,strong,calm,atmospheric,,D:\Music\All\Bands\Monolake\Monolake - Stratosphere.mp3
Macau,Monolake,Monolake,,90,Am,loud,slow,rhythmic,old,electro,electronic,beautiful,chill,light,deep,minimal,active,ambient,balanced,calm uplifting,chillout,,D:\Music\All\Bands\Monolake\Monolake - Macau.mp3
White,Monolake,Momentum,Rock,192,Bbm,loud,slow,flowing,old,electro,electronic,funky,chill,light,high,minimal,active,ambient,balanced,calm,chillout,,D:\Music\All\Bands\Monolake\Monolake - White.mp3
Albion Rose,Mouse on Mars,Mouse on Mars,Other,135,G#m,loud,slow,flowing,old,electro,electronic,funky,cute,light,high,melodic,passive,ambient,balanced,calm,atmospheric,,D:\Music\All\Bands\Mouse on Mars\Mouse on Mars - Albion Rose.mp3
Catching Butterflies With Hand,Mouse On Mars,Idiology,Techno,99,Cm,loud,slow,flowing,old,electro,electronic,funky,cute,light,high,melodic,passive,ambient,balanced,tense,atmospheric,,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Catching Butterflies With Hand.mp3
Blood Comes,Mouse On Mars,Radical Connector,Electronica,113,Fm,loud,slow,flowing,old,vocal,electronic,funky,cute,heavy,high,melodic,active,industrial male,strong,tense,techno,,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Blood Comes.mp3
Fantastic Analysis,Mouse on Mars,Idiology,Techno,80,Eb,loud,slow,flowing,old,electro,electronic,beautiful,cute,light,high,melodic,active,ambient,soft,positive uplifting,atmospheric,timeless,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Fantastic Analysis.mp3
Introduce,Mouse On Mars,Idiology,Techno,103,G#m,loud,slow,flowing,old,vocal,electronic,funky,cute,heavy,high,minimal,passive,industrial male,strong,tense,atmospheric,,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Introduce.mp3
Paradical,Mouse On Mars,Idiology,Techno,76,Eb,loud,slow,flowing,old,electro,electronic,beautiful,cute,heavy,high,melodic,passive,industrial,strong,calm,atmospheric,,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Paradical.mp3
Presence,Mouse On Mars,Idiology,Techno,122,G,loud,slow,flowing,old,vocal,electronic,beautiful,cute,light,high,melodic,passive,male,strong,tense uplifting,atmospheric,,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Presence.mp3
Stuffed Funk,Mouse On Mars,Idiology,Techno,133,Ebm,loud,progressive,rhythmic,old,electro,electronic,funky,serious,heavy,deep,minimal,active,ambient,strong,tense uplifting,techno,timeless,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Stuffed Funk.mp3
Subsequence,Mouse On Mars,Idiology,Techno,119,Fm,loud,slow,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,calm,atmospheric,,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Subsequence.mp3
Tape Me Baby,Mouse On Mars,Idiology,Techno,77,Ebm,loud,slow,flowing,old,vocal,electronic,funky,cute,heavy,high,melodic,active,robo,strong,tense,atmospheric,,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Tape Me Baby.mp3
The End,Mouse On Mars,Radical Connector,Salsa,92,Gm,loud,slow,flowing,old,vocal,electronic,funky,serious,heavy,high,melodic,passive,industrial female,strong,tense,atmospheric,,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - The End.mp3
Wipe That Sound,Mouse On Mars,Radical Connector,Salsa,100,Cm,loud,progressive,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,positive happy uplifting,techno,timeless,D:\Music\All\Bands\Mouse on Mars Funky\Mouse on Mars - Wipe That Sound.mp3
